days_held,label,num_dir,entry_a_rel,entry_b_rel,abs_z,pair_encoded,prev_pnl,rolling_winrate_5,days_since_last,pair_avg_hold,abs_z_x_entry_a,z_per_days_gap,pair_dir_combo
7,0,0,0.6180189043457723,0.38198109565422755,2.3801759434157215,40,-1.0,0.0,15.0,8.333333333333334,1.4709937286999493,0.1487609964634826,0
7,1,0,0.8963368288611777,0.1036631711388223,2.1237049786342976,16,0.0,1.0,999.0,7.0,1.9035549859857614,0.0021237049786342974,0
21,0,1,0.24742387924896672,0.7525761207510333,2.034105178534671,41,-1.0,0.0,18.0,12.5,0.5032861940734603,0.10705816729129847,41
15,0,0,0.7326254123530159,0.2673745876469841,2.056351872819889,50,-1.0,0.0,7.0,7.333333333333333,1.5065356387675677,0.25704398410248613,0
7,0,1,0.8467391571697959,0.15326084283020414,2.159578670842903,3,-1.0,0.0,38.0,18.0,1.8285998235913874,0.05537381207289494,3
43,1,1,0.5435285938374478,0.45647140616255216,2.1803652926469526,56,0.0,1.0,999.0,43.0,1.1850908815643735,0.0021803652926469528,56
10,0,0,0.780413730417438,0.21958626958256203,2.071119809228603,71,-1.0,0.0,24.0,9.5,1.6163303364615467,0.08284479236914413,0
34,1,1,0.6908830454131982,0.3091169545868018,2.036438695890747,61,0.0,1.0,999.0,34.0,1.4069409680142813,0.002036438695890747,61
26,1,0,0.41804055320493716,0.5819594467950628,2.226359628753996,74,0.0,1.0,999.0,26.0,0.930708610837459,0.002226359628753996,0
10,0,1,0.7097800441246658,0.2902199558753342,2.11080901690157,70,-1.0,0.3333333333333333,4.0,12.0,1.4982101171551387,0.422161803380314,70
11,1,0,0.8922160138002219,0.10778398619977819,2.0605438690806763,46,-1.0,0.5,44.0,13.5,1.8384502371316473,0.045789863757348365,0
11,0,0,0.4956118465933033,0.5043881534066966,2.1926140895394384,24,0.0,0.0,999.0,11.0,1.0866855177831356,0.002192614089539438,0
1,0,0,0.6068372098959411,0.39316279010405886,2.049756441462651,29,1.0,0.5,53.0,6.5,1.243868479903428,0.03795845261967872,0
2,0,0,0.10081348133166082,0.8991865186683392,2.7103434633205703,64,1.0,0.5,49.0,9.0,0.27323916014185723,0.054206869266411405,0
2,0,0,0.22519707312703768,0.7748029268729624,2.370994147464822,42,1.0,0.5,32.0,11.5,0.5339409424104139,0.071848307498934,0
4,0,1,0.20981897545095732,0.7901810245490427,2.020905963998615,52,-1.0,0.0,14.0,4.333333333333333,0.42402441884891867,0.13472706426657435,52
7,0,1,0.26647272229598706,0.7335272777040129,2.143506222430983,1,1.0,0.5,48.0,17.5,0.5711859383495715,0.04374502494757108,1
5,0,1,0.6718785761658055,0.32812142383419457,2.23161760334123,27,-1.0,0.3333333333333333,28.0,11.0,1.4993760578794528,0.07695233114969759,27
15,1,1,0.6694908933181735,0.33050910668182654,2.4018445124739793,4,1.0,1.0,28.0,13.333333333333334,1.6080130282675573,0.08282222456806826,4
12,0,0,0.28083451632993106,0.7191654836700689,2.0326799517634675,22,1.0,0.3333333333333333,22.0,12.333333333333334,0.570846691107041,0.08837738920710728,0
10,0,0,0.4634783234604381,0.5365216765395618,2.1940242342725895,21,-1.0,0.0,25.0,11.666666666666666,1.0168826737322312,0.08438554747202268,0
7,0,1,0.8348038116090788,0.16519618839092126,2.3054244588386994,45,-1.0,0.0,29.0,6.0,1.924577125615344,0.07684748196128997,45
9,0,0,0.7639432682493578,0.23605673175064218,2.3575084042751886,15,1.0,0.5,54.0,17.0,1.8010026752873158,0.042863789168639796,0
9,0,1,0.07294924532953552,0.9270507546704645,2.4906876411968115,51,1.0,0.5,50.0,15.0,0.18169378377690834,0.0488370125724865,51
7,0,1,0.1748669823146297,0.8251330176853703,2.422502141245168,23,-1.0,0.3333333333333333,29.0,12.666666666666666,0.4236156390902714,0.08075007137483894,23
9,0,1,0.12401609425903834,0.8759839057409616,2.5287447997968413,9,1.0,0.5,49.0,19.0,0.31360505344865813,0.05057489599593683,9
9,0,0,0.3356218039721413,0.6643781960278586,2.034329220800006,37,-1.0,0.0,29.0,11.0,0.6827652429581386,0.06781097402666686,0
9,0,1,0.04108896705483662,0.9589110329451633,2.452216401759539,18,1.0,0.5,54.0,18.0,0.10075903894322769,0.044585752759264345,18
7,0,0,0.21282977964991104,0.787170220350089,2.104976811712873,41,-1.0,0.0,31.0,10.666666666666666,0.44800175100502304,0.06578052536602728,0
11,0,1,0.5626364480942581,0.4373635519057419,2.5160832068391397,54,-1.0,0.0,17.0,7.75,1.415640118605584,0.1397824003799522,54
7,0,0,0.477157034422239,0.522842965577761,2.0530631271622966,24,-1.0,0.0,17.0,9.0,0.9796335132384096,0.11405906262012759,0
10,0,1,0.36482106663094366,0.6351789333690564,2.1481496696939537,28,-1.0,0.0,29.0,12.333333333333334,0.7836902537806575,0.07160498898979846,28
4,0,1,0.755085853227685,0.24491414677231502,2.4480457130308864,69,-1.0,0.0,46.0,2.5,1.8484846859643032,0.052086079000657155,69
15,0,0,0.5480236400295995,0.4519763599704006,2.1396919584133274,39,-1.0,0.0,49.0,15.5,1.172601775591734,0.04279383916826655,0
14,0,0,0.5714033819711898,0.42859661802881016,2.1754537270385605,56,1.0,0.5,47.0,28.5,1.243061616951663,0.04532195264663668,0
12,0,1,0.20990076173959474,0.7900992382604052,2.4263945930540523,20,0.0,0.0,999.0,12.0,0.5093020733628796,0.002426394593054052,20
12,0,0,0.20731229399421416,0.7926877060057859,2.2963163356585596,33,-1.0,0.3333333333333333,13.0,9.333333333333334,0.4760546072817639,0.16402259540418282,0
2,0,1,0.9075554001140098,0.09244459988599017,2.318718057328418,47,-1.0,0.0,48.0,4.0,2.104365094270272,0.047320776680171796,47
6,0,0,0.7355123469397459,0.2644876530602541,2.5625056738184777,50,-1.0,0.0,29.0,7.0,1.8847545621966435,0.08541685579394925,0
16,0,0,0.15389664953411433,0.8461033504658857,2.1612721542044273,14,-1.0,0.0,36.0,16.5,0.33261254326343903,0.05841276092444398,0
50,1,1,0.2845528654969782,0.7154471345030218,2.0905800462266892,10,0.0,1.0,999.0,50.0,0.5948805427046097,0.0020905800462266894,10
10,0,1,0.3110277242260576,0.6889722757739424,2.1899527595648096,13,-1.0,0.0,28.0,11.0,0.6811360229700175,0.07551561239878654,13
17,0,1,0.9982655948359884,0.0017344051640115488,2.1025771198246965,48,-1.0,0.0,30.0,6.666666666666667,2.09893039921034,0.06782506838144182,48
20,1,0,0.4434319114198845,0.5565680885801155,2.1779741327296516,36,-1.0,0.25,7.0,10.0,0.9657832326993746,0.27224676659120645,0
20,0,1,0.6920049985598885,0.3079950014401115,2.0032419547857576,11,-1.0,0.0,51.0,31.5,1.3862534460366265,0.03852388374587996,11
6,0,1,0.23936560532678328,0.7606343946732168,2.2398468400483473,42,-1.0,0.3333333333333333,16.0,9.666666666666666,0.5361422947074553,0.1317556964734322,42
4,0,1,0.1681017129734723,0.8318982870265277,2.679230840346495,32,0.0,0.0,999.0,4.0,0.4503832937136015,0.002679230840346495,32
4,0,1,0.598408960461554,0.4015910395384461,2.292831907004375,6,1.0,0.5,38.0,3.5,1.3720511579835704,0.058790561718060894,6
27,0,1,0.8885427926985529,0.11145720730144713,2.6594829501537847,0,1.0,0.3333333333333333,11.0,15.666666666666666,2.36306440766383,0.22162357917948206,0
38,1,0,0.41853456683655615,0.5814654331634439,2.2791454254022656,34,1.0,1.0,23.0,27.0,0.9539011433782557,0.0949643927250944,0
38,1,1,0.8050561828338851,0.1949438171661149,2.2852365528054013,68,-1.0,0.5,22.0,21.0,1.8397438160739825,0.09935811099153918,68
4,0,1,0.21605224428114927,0.7839477557188508,2.0277788401249106,2,-1.0,0.0,38.0,3.5,0.4381061693148127,0.05199432923397207,2
13,0,1,0.7563047031389435,0.24369529686105645,2.7393870801736018,69,-1.0,0.0,5.0,6.0,2.071811332453353,0.45656451336226694,69
11,0,1,0.21262896074775642,0.7873710392522436,2.0861348980005077,58,1.0,0.5,53.0,21.0,0.4435726953414748,0.038632127740750144,58
26,1,0,0.22176204617374534,0.7782379538262547,2.2031850630816563,44,-1.0,0.6666666666666666,28.0,17.666666666666668,0.4885828276884203,0.07597189872695366,0
5,0,1,0.3810884352156903,0.6189115647843096,2.13995623070366,49,-1.0,0.0,52.0,14.5,0.8155125713889245,0.04037653265478604,49
19,1,1,0.8981454997401388,0.10185450025986126,2.098263541425508,46,1.0,0.6666666666666666,21.0,15.333333333333334,1.8845459570001264,0.09537561551934128,46
5,0,1,0.5737062835526943,0.4262937164473058,2.045990899647727,54,-1.0,0.0,22.0,7.2,1.173797835219531,0.08895612607164032,54
7,0,1,0.35517653049571857,0.6448234695042814,2.0788063570274415,37,-1.0,0.0,21.0,9.666666666666666,0.7383432294614507,0.09449119804670189,37
30,1,1,0.7902816229025937,0.2097183770974062,2.9198340167257997,72,-1.0,0.5,33.0,19.0,2.307491165344264,0.08587747108017058,72
3,0,1,0.22663798278443817,0.7733620172155619,2.348629075115681,52,-1.0,0.0,25.0,4.0,0.5322885558930986,0.09033188750444927,52
16,1,0,0.24806728767781466,0.7519327123221854,2.6641419908284503,1,-1.0,0.6666666666666666,15.0,17.0,0.660886477653387,0.16650887442677814,0
3,0,1,0.7249422944058287,0.27505770559417136,2.4115556237806426,8,-1.0,0.0,53.0,8.0,1.7482386669908185,0.04465843747741931,8
15,0,1,0.727527425072609,0.272472574927391,2.5034159596654972,70,-1.0,0.25,26.0,12.75,1.8213037670211136,0.09271910961724064,70
2,0,1,0.6587133768912821,0.341286623108718,3.2272263637687253,31,-1.0,0.3333333333333333,49.0,14.0,2.12581717607067,0.0645445272753745,31
9,0,0,0.592582254719188,0.4074177452808119,2.5294796992653157,40,-1.0,0.0,33.0,8.5,1.4989247834570545,0.07439646174309753,0
44,1,0,0.3721405712711952,0.6278594287288047,2.869322442965931,7,1.0,1.0,23.0,29.5,1.067791293086603,0.11955510179024713,0
9,0,1,0.2374080713485263,0.7625919286514737,2.4035023229018297,20,-1.0,0.0,20.0,10.5,0.5706108509618263,0.1144524915667538,20
3,0,1,0.22686075625491164,0.7731392437450884,2.528700536579992,2,-1.0,0.0,5.0,3.3333333333333335,0.5736629160707379,0.4214500894299987,2
10,0,1,0.16653505314737457,0.8334649468526254,2.710026866443245,12,1.0,0.5,58.0,12.5,0.45131446823393884,0.04593265875327534,12
4,0,0,0.6792058149483412,0.3207941850516588,2.6848396878189633,11,-1.0,0.0,29.0,22.333333333333332,1.823558728170729,0.0894946562606321,0
32,1,1,0.25297250831027546,0.7470274916897245,2.228630653709879,17,-1.0,0.5,28.0,26.5,0.563782286566157,0.07684933288654755,17
33,1,1,0.3012776034024811,0.6987223965975189,2.297561392094356,19,1.0,0.6666666666666666,28.0,22.666666666666668,0.6922037898802558,0.07922625489980538,19
6,0,0,0.31566472678344754,0.6843352732165524,2.185710312796833,63,-1.0,0.0,49.0,7.333333333333333,0.689951648716776,0.043714206255936666,0
1,0,0,0.4645138416554615,0.5354861583445385,2.1442639300119755,21,-1.0,0.0,36.0,9.0,0.9960402756531004,0.05795307918951285,0
8,0,0,0.16571875790521173,0.8342812420947883,2.047836347590335,23,-1.0,0.25,25.0,11.5,0.33936489591581576,0.07876293644578211,0
22,1,0,0.1332422424940808,0.8667577575059192,2.900494659908839,38,1.0,1.0,68.0,23.5,0.38646841282835986,0.04203615449143245,0
2,0,1,0.3209979206196033,0.6790020793803967,2.134832320708969,13,-1.0,0.0,25.0,8.75,0.6852767358191011,0.08210893541188342,13
13,1,1,0.9983639821568447,0.0016360178431552989,2.183865064402616,48,-1.0,0.25,21.0,8.25,2.18029222219021,0.09926659383648255,48
2,0,0,0.2665553832255737,0.7334446167744263,2.6552790592262987,22,-1.0,0.25,39.0,9.75,0.7077789272029069,0.06638197648065747,0
38,1,0,0.6047761123080958,0.39522388769190414,2.0955060786657307,29,-1.0,0.6666666666666666,3.0,17.0,1.2673120195734433,0.5238765196664327,0
17,1,1,0.9108217941722878,0.08917820582771221,3.3293696363025944,16,1.0,1.0,35.0,12.0,3.0324624255998662,0.0924824898972943,16
18,0,0,0.8174550287472563,0.18254497125274374,2.619434291580075,45,-1.0,0.0,20.0,9.0,2.1412697341251388,0.12473496626571785,0
17,0,1,0.7964404884126215,0.20355951158737848,3.089912152601063,15,-1.0,0.3333333333333333,23.0,17.0,2.460931143969685,0.12874633969171095,15
13,0,1,0.5114766861222264,0.48852331387777354,2.029876919949625,24,-1.0,0.0,22.0,10.333333333333334,1.038234720251826,0.08825551825867936,24
11,0,0,0.15818576812116922,0.8418142318788308,2.810490181701544,32,-1.0,0.0,8.0,7.5,0.4445795481894632,0.3122766868557271,0
43,1,1,0.942234981732298,0.05776501826770197,2.3780126183899237,73,0.0,1.0,999.0,43.0,2.240646676047804,0.0023780126183899236,73
13,0,0,0.5795430136667697,0.4204569863332303,2.3514472711418226,6,-1.0,0.3333333333333333,7.0,6.666666666666667,1.3627648379960338,0.2939309088927278,0
9,1,0,0.18636653296893874,0.8136334670310613,2.0719241282538117,52,-1.0,0.2,8.0,5.0,0.38613731635735365,0.2302137920282013,0
10,0,0,0.6892901804988597,0.3107098195011403,2.1403571347640318,11,-1.0,0.0,8.0,19.25,1.4753271557535217,0.23781745941822574,0
20,1,0,0.09842043050828635,0.9015795694917137,2.758001825111939,64,-1.0,0.6666666666666666,28.0,12.666666666666666,0.2714437269701565,0.09510351121075651,0
14,0,1,0.24813728900360574,0.7518627109963942,2.0018840904493906,41,-1.0,0.0,28.0,11.5,0.4967420911035609,0.06903048587756519,41
38,1,1,0.794606507949753,0.205393492050247,2.049584146252261,71,-1.0,0.3333333333333333,21.0,19.0,1.6286129012026846,0.09316291573873912,71
20,1,0,0.5054100864365118,0.4945899135634883,2.810169179840124,39,-1.0,0.3333333333333333,29.0,17.0,1.4202878480842183,0.09367230599467079,0
20,0,0,0.8288000593159107,0.1711999406840892,3.063283659258553,3,-1.0,0.0,39.0,18.666666666666668,2.5388496784949486,0.07658209148146382,0
