Price,NTPC.NS : BDL.NS,BEL.NS : BDL.NS,NTPC.NS : HAL.NS,HINDZINC.NS : POWERGRID.NS,TCS.NS : HAVELLS.NS,HINDZINC.NS : MGL.NS,BEL.NS : POWERGRID.NS,COALINDIA.NS : BDL.NS,BPCL.NS : MGL.NS,IOC.NS : GAIL.NS,BDL.NS : HAL.NS,NTPC.NS : HINDZINC.NS,HINDZINC.NS : GAIL.NS,HINDZINC.NS : SBILIFE.NS,AMBUJACEM.NS : HAVELLS.NS,LT.NS : HINDZINC.NS,JINDALSTEL.NS : HINDZINC.NS,BDL.NS : POWERGRID.NS,CEATLTD.NS : HINDZINC.NS,APOLLOHOSP.NS : SBILIFE.NS,APOLLOHOSP.NS : HAVELLS.NS,TATASTEEL.NS : AMBUJACEM.NS,TCS.NS : INFY.NS,APOLLOHOSP.NS : TCS.NS,SBIN.NS : JINDALSTEL.NS,LT.NS : APOLLOTYRE.NS,GRASIM.NS : HAVELLS.NS,JSWSTEEL.NS : APOLLOHOSP.NS,ULTRACEMCO.NS : APOLLOHOSP.NS,APOLLOHOSP.NS : HDFCBANK.NS,CEATLTD.NS : HAL.NS,NTPC.NS : CEATLTD.NS,MRF.NS : HINDZINC.NS,SBIN.NS : TATAPOWER.NS,MGL.NS : POWERGRID.NS,ABB.NS : HINDZINC.NS,NTPC.NS : POWERGRID.NS,COALINDIA.NS : HAL.NS,GRASIM.NS : APOLLOHOSP.NS,IGL.NS : HDFCLIFE.NS,SBIN.NS : VEDL.NS,SBIN.NS : GRASIM.NS,GAIL.NS : LICHSGFIN.NS,IOC.NS : LICHSGFIN.NS,BDL.NS : CEATLTD.NS,IOC.NS : HINDZINC.NS,JINDALSTEL.NS : AMBUJACEM.NS,BAJFINANCE.NS : HDFCBANK.NS,SIEMENS.NS : MGL.NS,VEDL.NS : HINDZINC.NS,HDFCBANK.NS : HAVELLS.NS,HINDZINC.NS : APOLLOTYRE.NS,JSWSTEEL.NS : GRASIM.NS,NTPC.NS : BEL.NS,SBILIFE.NS : HAVELLS.NS,JSWSTEEL.NS : HAVELLS.NS,CGPOWER.NS : HINDZINC.NS,APOLLOHOSP.NS : AMBUJACEM.NS,SBIN.NS : CGPOWER.NS,TATASTEEL.NS : SBIN.NS,CGPOWER.NS : BDL.NS,HAL.NS : MGL.NS,ULTRACEMCO.NS : JINDALSTEL.NS,JSWSTEEL.NS : HDFCBANK.NS,CGPOWER.NS : CEATLTD.NS,ICICIPRULI.NS : INFY.NS,SBIN.NS : AMBUJACEM.NS,ULTRACEMCO.NS : GRASIM.NS,TATAPOWER.NS : HINDZINC.NS,TCS.NS : HDFCBANK.NS,TCS.NS : ICICIPRULI.NS,CGPOWER.NS : JINDALSTEL.NS,ICICIBANK.NS : APOLLOHOSP.NS,TCS.NS : SBILIFE.NS,AMBUJACEM.NS : SBILIFE.NS
2018-04-27,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2018-04-30,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2018-05-02,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,LONG,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,LONG,NONE,NONE,LONG,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,LONG,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2018-05-03,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,EXIT,NONE,NONE,HOLD,EXIT,NONE,NONE,NONE,NONE,NONE,LONG,LONG,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2018-05-04,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,HOLD,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,NONE,HOLD,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,NONE
2018-05-07,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,LONG,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-05-08,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,SHORT,HOLD,NONE,NONE,NONE,NONE,NONE,LONG,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,LONG,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,LONG,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,HOLD,NONE
2018-05-09,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,LONG,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-05-10,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,LONG,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-05-11,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,LONG,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE
2018-05-14,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,LONG,NONE,NONE,HOLD,NONE,NONE,LONG,NONE,HOLD,NONE,HOLD,NONE,SHORT,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE
2018-05-15,NONE,NONE,NONE,HOLD,NONE,NONE,SHORT,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,EXIT,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,HOLD,NONE,EXIT,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,LONG,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE
2018-05-16,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,EXIT,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,HOLD,NONE,NONE,HOLD,SHORT,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE
2018-05-17,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,EXIT,NONE,NONE,NONE,EXIT,NONE,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,EXIT,NONE,EXIT,SHORT,EXIT,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,EXIT,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE
2018-05-18,NONE,NONE,NONE,HOLD,LONG,NONE,HOLD,NONE,NONE,LONG,NONE,NONE,NONE,NONE,HOLD,EXIT,EXIT,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,EXIT,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,EXIT,NONE,NONE,EXIT,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,EXIT,HOLD,NONE
2018-05-21,NONE,NONE,NONE,HOLD,NONE,LONG,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,EXIT,HOLD,LONG,SHORT,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,HOLD,HOLD,HOLD,NONE,HOLD,NONE,LONG,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,LONG,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-05-22,NONE,NONE,NONE,HOLD,EXIT,NONE,HOLD,NONE,LONG,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,SHORT,HOLD,EXIT,HOLD,LONG,NONE,SHORT,NONE,SHORT,HOLD,HOLD,HOLD,NONE,LONG,SHORT,NONE,HOLD,NONE,NONE,NONE,LONG,NONE,HOLD,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,EXIT,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,LONG,SHORT,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-05-23,NONE,SHORT,NONE,HOLD,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,EXIT,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,EXIT,NONE,NONE,NONE,NONE,EXIT,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,EXIT,HOLD,SHORT,HOLD,SHORT,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-05-24,NONE,HOLD,NONE,HOLD,LONG,NONE,HOLD,NONE,HOLD,HOLD,LONG,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,EXIT,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,NONE,NONE,LONG,NONE,NONE,HOLD,NONE
2018-05-25,NONE,HOLD,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,HOLD,HOLD,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LONG,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,NONE,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE
2018-05-28,NONE,HOLD,NONE,EXIT,HOLD,EXIT,EXIT,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,HOLD,HOLD,NONE,HOLD,EXIT,NONE,EXIT,NONE,NONE,NONE,NONE,HOLD,EXIT,EXIT,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,EXIT,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,EXIT,NONE,NONE,EXIT,NONE
2018-05-29,SHORT,HOLD,NONE,NONE,EXIT,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,EXIT,EXIT,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,HOLD,LONG,NONE,NONE,EXIT,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,LONG,NONE,NONE,NONE,NONE,NONE,NONE
2018-05-30,NONE,HOLD,SHORT,NONE,NONE,NONE,NONE,NONE,HOLD,EXIT,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,LONG,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,SHORT,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,EXIT,NONE,NONE,NONE,NONE,NONE,NONE
2018-05-31,HOLD,NONE,EXIT,NONE,NONE,NONE,NONE,LONG,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,SHORT,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,LONG,HOLD,NONE,EXIT,SHORT,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,LONG,NONE,NONE,HOLD,HOLD,LONG,NONE,HOLD,HOLD,NONE,SHORT,NONE,NONE,LONG,LONG,HOLD,LONG,NONE,NONE,SHORT,HOLD,NONE,HOLD,SHORT,NONE,NONE,SHORT,EXIT,HOLD,HOLD,EXIT,NONE,SHORT,NONE,NONE,NONE,NONE,NONE
2018-06-01,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,HOLD,LONG,NONE,NONE,NONE,NONE,EXIT,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2018-06-04,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,LONG,HOLD,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,EXIT,NONE,NONE,HOLD,HOLD,HOLD,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,HOLD,HOLD,HOLD,EXIT,NONE,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE
2018-06-05,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,NONE,EXIT,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,EXIT,HOLD,HOLD,EXIT,HOLD,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,HOLD,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,HOLD,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE
2018-06-06,HOLD,HOLD,NONE,LONG,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,SHORT,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,EXIT,NONE,HOLD,HOLD,NONE,EXIT,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,EXIT,HOLD,HOLD,HOLD,NONE,NONE,EXIT,NONE,HOLD,HOLD,NONE,SHORT,HOLD,NONE,NONE,NONE,NONE,NONE
2018-06-07,HOLD,EXIT,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,EXIT,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,EXIT,EXIT,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,EXIT,HOLD,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,SHORT,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE
2018-06-08,HOLD,NONE,NONE,NONE,NONE,NONE,LONG,HOLD,EXIT,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,EXIT,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,EXIT,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,EXIT,HOLD,NONE,HOLD,EXIT,NONE,NONE,NONE,NONE,NONE
2018-06-11,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,EXIT,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,LONG,HOLD,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,EXIT,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,SHORT,SHORT
2018-06-12,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,EXIT,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,EXIT,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,LONG,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE
2018-06-13,HOLD,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,SHORT,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,HOLD,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,EXIT,HOLD
2018-06-14,HOLD,NONE,SHORT,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,EXIT,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,EXIT,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,EXIT,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,EXIT
2018-06-15,NONE,NONE,NONE,HOLD,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,SHORT,SHORT,HOLD,SHORT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,SHORT,NONE,NONE,NONE,NONE,HOLD,NONE,SHORT,NONE,NONE,SHORT,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,EXIT,NONE,NONE,NONE,HOLD,LONG,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,SHORT,HOLD,NONE,HOLD,NONE,LONG,NONE,SHORT,LONG,NONE
2018-06-18,HOLD,NONE,HOLD,HOLD,NONE,NONE,EXIT,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,HOLD,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,HOLD,NONE,HOLD,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,HOLD,HOLD,NONE
2018-06-19,HOLD,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,HOLD,NONE,EXIT,HOLD,NONE,LONG,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,HOLD,NONE,HOLD,EXIT,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE
2018-06-20,HOLD,NONE,HOLD,EXIT,NONE,NONE,NONE,NONE,NONE,SHORT,HOLD,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,NONE,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,HOLD,NONE,EXIT,NONE,NONE,HOLD,NONE,HOLD,HOLD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,HOLD,NONE,EXIT,NONE,HOLD,NONE,NONE,HOLD,NONE,HOLD,NONE,HOLD,NONE,NONE,NONE,NONE,HOLD,HOLD,NONE,HOLD,NONE,HOLD,NONE,HOLD,HOLD,NONE
