Price,NTPC.NS : BDL.NS,BEL.NS : BDL.NS,NTPC.NS : HAL.NS,HINDZINC.NS : POWERGRID.NS,TCS.NS : HAVELLS.NS,HINDZINC.NS : MGL.NS,BEL.NS : POWERGRID.NS,COALINDIA.NS : BDL.NS,BPCL.NS : MGL.NS,IOC.NS : GAIL.NS,BDL.NS : HAL.NS,NTPC.NS : HINDZINC.NS,HINDZINC.NS : GAIL.NS,HINDZINC.NS : SBILIFE.NS,AMBUJACEM.NS : HAVELLS.NS,LT.NS : HINDZINC.NS,JINDALSTEL.NS : HINDZINC.NS,BDL.NS : POWERGRID.NS,CEATLTD.NS : HINDZINC.NS,APOLLOHOSP.NS : SBILIFE.NS,APOLLOHOSP.NS : HAVELLS.NS,TATASTEEL.NS : AMBUJACEM.NS,TCS.NS : INFY.NS,APOLLOHOSP.NS : TCS.NS,SBIN.NS : JINDALSTEL.NS,LT.NS : APOLLOTYRE.NS,GRASIM.NS : HAVELLS.NS,JSWSTEEL.NS : APOLLOHOSP.NS,ULTRACEMCO.NS : APOLLOHOSP.NS,APOLLOHOSP.NS : HDFCBANK.NS,CEATLTD.NS : HAL.NS,NTPC.NS : CEATLTD.NS,MRF.NS : HINDZINC.NS,SBIN.NS : TATAPOWER.NS,MGL.NS : POWERGRID.NS,ABB.NS : HINDZINC.NS,NTPC.NS : POWERGRID.NS,COALINDIA.NS : HAL.NS,GRASIM.NS : APOLLOHOSP.NS,IGL.NS : HDFCLIFE.NS,SBIN.NS : VEDL.NS,SBIN.NS : GRASIM.NS,GAIL.NS : LICHSGFIN.NS,IOC.NS : LICHSGFIN.NS,BDL.NS : CEATLTD.NS,IOC.NS : HINDZINC.NS,JINDALSTEL.NS : AMBUJACEM.NS,BAJFINANCE.NS : HDFCBANK.NS,SIEMENS.NS : MGL.NS,VEDL.NS : HINDZINC.NS,HDFCBANK.NS : HAVELLS.NS,HINDZINC.NS : APOLLOTYRE.NS,JSWSTEEL.NS : GRASIM.NS,NTPC.NS : BEL.NS,SBILIFE.NS : HAVELLS.NS,JSWSTEEL.NS : HAVELLS.NS,CGPOWER.NS : HINDZINC.NS,APOLLOHOSP.NS : AMBUJACEM.NS,SBIN.NS : CGPOWER.NS,TATASTEEL.NS : SBIN.NS,CGPOWER.NS : BDL.NS,HAL.NS : MGL.NS,ULTRACEMCO.NS : JINDALSTEL.NS,JSWSTEEL.NS : HDFCBANK.NS,CGPOWER.NS : CEATLTD.NS,ICICIPRULI.NS : INFY.NS,SBIN.NS : AMBUJACEM.NS,ULTRACEMCO.NS : GRASIM.NS,TATAPOWER.NS : HINDZINC.NS,TCS.NS : HDFCBANK.NS,TCS.NS : ICICIPRULI.NS,CGPOWER.NS : JINDALSTEL.NS,ICICIBANK.NS : APOLLOHOSP.NS,TCS.NS : SBILIFE.NS,AMBUJACEM.NS : SBILIFE.NS
2018-04-27,1.1012606969261742,1.0676199323128126,0.3970843412373737,0.002995224304152358,-1.3090419401181268,-0.9842093791794709,1.3153333958070268,-0.23698969703450168,-0.34617521757205916,0.7722843529175399,-0.7375173095651125,2.0396243368968587,-1.02738505745777,1.4836181286278631,0.34263064011186684,0.6451048256229979,0.30343408059488186,1.5520671591221311,1.3967436878618777,1.68738717883896,1.1165925613335355,1.0255584429706137,-1.197111312317377,1.4626107312631276,0.9611243339997578,-0.1637033910172585,0.6423262310161488,-1.9714757935448517,-1.2118737090823415,0.00031988855221487544,0.9083453613991119,-0.753511936251465,-1.6393724470831903,1.0251702081661789,1.0029502878583636,0.5428387509155103,2.0860549524934022,-0.5414790215002286,-0.9135226512905054,1.904904522855485,0.6630559277473782,0.8400935474952073,-1.1899159786074731,-0.38081640269230005,-0.9842907985882767,0.9527204607171039,-0.16078185603752693,-0.23332013401239196,-0.9407512792573354,1.5304041234347787,1.4689014282569357,-0.28325149244218084,-1.1804991094752,-0.5488634281143112,-1.5273936018792018,-0.5563060492654358,1.954054917283385,1.277383346637979,0.50072928913985,-0.6860439269249146,1.4854942243440536,-0.8993272896187438,0.0831675819295184,-1.7461051000138375,-0.7790146523484486,-1.7294174909226823,0.8538437415367013,-0.5668091848229501,1.0839255588963725,-1.5560890106019192,1.2840680449995756,1.127668319410456,-1.0574559667216306,-0.03118268358207453,1.62303309832158
2018-04-30,0.2717687948392769,1.0697629665973196,-0.07830631866292821,0.12925960733470307,-1.601578273133515,-0.9944876478542942,1.3155272354348007,0.05591024662298242,-0.30803590021372856,0.3762858018100652,-0.4393633542283924,1.5621347776305392,-1.9137320685538197,0.7745978109919767,-1.09728837125934,-0.9190499123066782,0.5397120315413122,1.5807112039225986,0.6609803894365981,0.9446584618582612,0.6468069535550958,1.8710564972107815,-1.3423596630519694,1.5639829271155248,0.5167024779458675,-0.6206745109084515,0.14091062663234236,-1.2890046306380532,-1.3296826513805942,1.081830360396593,0.1709206894733759,-0.17980113062037084,-1.2368946736621602,0.6170800015879118,1.0065344982584816,0.11821588779124853,1.4589469480142863,-0.16076633942441093,-0.9178537186157205,1.7893186569606325,0.5594295030722038,0.6638150889041994,-0.32091205454150235,0.07837047125196298,-0.23574034547583256,0.9166059208925913,1.5027872038649919,1.1340798457195467,-1.050660072288955,0.5981854242568904,-0.21418744039193727,-0.04535013432599747,-0.5657983640632149,-0.9059934951555686,-0.8457049120136763,-0.47170479504463037,0.9843455882674557,1.9282126465606029,0.5393181098874207,-0.31300669093355105,-0.349855244582218,-0.922045400347578,-0.6296765843814455,-0.14575394707904474,-0.3687250435250839,-1.104014044055458,1.0246318094805755,-0.699792958763826,0.8073815585358849,-1.402492589537366,0.5605350021027693,0.3212468858334045,-0.1553172311303982,-1.6735626200835267,0.46878384459661515
2018-05-02,-0.002165556066844676,0.6387646111946093,0.41753314989234125,3.0902286019424245,-1.366121575020952,-0.5217351094341668,0.975070737751108,0.40581795783817015,0.1389643605825067,0.3808407740444118,0.5745824200792516,-1.7030018323634764,0.19070241301316815,1.468954900858708,-0.49560044831213496,-3.47752739906559,-0.5121926232446482,1.4266843604086472,-0.6398564932343114,1.0220983410076387,0.4265833267718154,1.173643317493389,-1.0888774626044369,1.3206118219386596,0.04616155852819309,-1.4440199935091944,-0.3984650434149847,-0.21317000997142993,-0.35578570469509196,2.3848835807829265,0.06804779341900992,0.0525589297294519,-2.2817626852655373,0.9239613279229201,0.7980528883994741,-2.3175049429018753,1.1776484795951057,0.6337726025218595,-1.272743332940107,1.5405717890807293,0.08936376420175429,1.2037178591698934,-1.1357638253458184,-0.8039696954514675,0.041325368495919605,0.15410682318756383,1.9650706810298946,2.3570473850595373,-0.953520763645183,-0.757599345980434,-2.6091124539592423,0.7360645547957577,0.632205948611498,-0.6156955292132086,-1.0388960530185687,0.2587947217624465,-1.9022110368471872,0.9182565898064462,0.8508224652072025,-0.5331887776038946,-0.7309434507157124,-0.7891610039457756,-1.0809853969639052,2.1733455931693317,-0.128946438357249,-1.3972932823172994,0.8453778355580854,0.38715304201211276,-1.9630453419321898,-0.683575305510993,1.0938785791147496,-1.0974302118204025,0.7880743851989966,-1.037201437753553,0.9149299523721804
2018-05-03,-1.3823419373251675,0.7895467127334903,-1.333191602777922,2.4994732406361053,-1.4636796148312692,-0.8797749482770035,1.111438490446596,1.4451171271649776,-0.19050310021291433,0.19865038373615856,-0.15593457691532045,-2.1844787734916298,-0.03309995862707681,0.7632599352258087,-0.850814422584405,-1.9195364812879332,-0.5462254758690256,1.5215213621404984,0.2861838009466263,0.4868168739023478,-1.0107702909331011,-0.2655934201566857,-1.037431879289255,1.1660472451128598,0.003773578889707886,-1.3858602661354522,-1.3422203304540377,-0.8997630655948771,-0.2131863849297873,2.2857657319556153,1.0141977159365771,-1.2811293981296463,0.06509868138146548,0.6253957572957255,1.1232788235278657,-1.5169398895905395,0.3135647542089857,1.209811763776335,-0.8272379524769047,1.00662916935336,0.12626236715131658,0.7519944491663136,-2.467744759393191,-2.7260873041858678,-0.9671517491816128,0.08694613722682035,0.5251922858155726,2.3229555714772787,-1.0783920265451197,-0.8975523840134929,-2.9313590781572967,-0.13054566554738875,-0.17914602143472935,-1.3303659296778172,-0.8879925742997791,-1.5670341664848233,-1.6322223143520236,-0.16207758355423718,0.692714799010599,-0.5669754283197368,-0.47282151932057226,-1.0924989847859328,-0.7487040103844357,1.4875276827759731,-1.202631717735285,-0.9603043071646596,0.22594135005660823,0.2572537775403425,-1.4254147442066312,-0.5621181641794253,0.6148756908655312,-1.326319438997579,-0.22065647666746271,-1.534686910345257,0.6254320369787648
2018-05-04,-0.12459731878860462,0.5156840228607579,0.0582269252022278,2.730424509413744,-1.0448232480925796,-0.8682328728799557,1.0592201909585688,2.2169294069580934,-0.46833994969293735,0.6849382602427277,0.19811507789197588,-1.967110468779411,2.0413974664106944,-0.2979711873239051,1.131122436317341,-2.039986033033767,-1.8792193061956342,1.8179037611430429,0.8300495495006648,-0.913666308750299,-0.5816834756784702,-0.8397496230406281,-1.0369732338286297,0.933975786541042,-0.07565311631034831,-1.0246236921426692,0.4048212276816086,0.11122097149548965,0.4263958607680698,2.474120096622629,2.0011967562714332,-1.8749157175718036,0.6624712985470428,0.4296094880889501,1.2654539209331916,-1.7625617092105914,1.4015479770495163,2.127437991743822,1.005381058272143,1.1985738361346499,-0.20493531758445857,0.23441717357104602,-2.5438230327579268,-2.4532043959180836,-1.8325437626909138,-0.23857569222531183,-0.2990144832782265,2.7678733586989415,-1.0993886718855852,-1.2894345338872317,-2.434167403730939,0.42150756992847355,-0.5844192518614743,-0.564246151735383,0.8230769831714506,-0.2965910591934035,-2.0870948662878774,-1.4687957131748755,0.4997485203810199,-0.4014023960304826,-0.4307008853802476,-1.233207179262325,-0.6237696135937796,2.2534935644280667,-2.1069799148934307,-1.2980041176221353,-0.15615563724526277,-0.17782305075608834,-1.8723037899059585,-0.10087973048078415,1.033091096239295,-1.1619731373908535,0.5668233504585581,-2.4877749367874955,-0.5484238508762742
2018-05-07,0.03851912642784574,0.24381390278712353,0.5590140323845516,2.5155500048700454,-0.5104642461427048,-0.7364601745076953,1.0466300258324461,2.5009885936691996,-0.5851594572021416,1.2345054262862454,0.6433320065335623,-1.7923676537692206,3.3192540593369877,-0.27692709207112864,1.9174081641816119,-2.289445002691468,-3.377573025724768,2.1201569138841396,0.44961816270288124,-0.827657296809599,0.9418748504884547,-1.4275153318016447,-0.5024505304382642,0.6613232495790163,0.5939280383068004,-0.01805903633440071,0.9669604657871007,-1.4106260315042753,-0.44735829038607783,1.8330451166600317,1.6872665416121657,-1.4947357038640852,0.19470938791585807,-0.29957850834620353,1.325591012427734,-1.6973797950872638,1.7174231622557594,2.530203178195281,0.17644129550711693,1.3442647497593958,-0.44734071213382154,-0.20277856464364788,-2.607747833147624,-2.3576606569851073,-1.4660968990738739,-0.7558213051423105,-2.2871520677533046,1.6263058677272701,-1.1384397948039648,-1.9289640502774466,-1.266550898806168,1.7790296071382135,-1.2643650412188954,-0.23039348063435536,1.0846675307742573,-0.6034143005605558,-2.154350860057582,-1.3295831288667233,0.05837734596671591,-0.03760419527466279,-0.9961314418744017,-1.266754664793351,0.5382638137187729,0.9754273778520092,-1.782019530440934,-1.7272472429003438,-0.7077559096817716,-0.5007284539396921,-1.7241837215561768,0.06220609548896901,1.8350156640468573,1.2343889900675866,-1.1597527838747332,-1.7147331628438631,-0.4674513248541088
2018-05-08,-0.3445448368241676,0.10547732338067026,0.1372569302600488,2.477159304458503,-0.5388870488480166,-0.7117129155383157,1.291466571874751,2.1039786573308716,-0.9903333182202071,0.6612586354418245,0.541846602785071,-1.8554639671164872,2.4820154562689307,-0.3996861927707746,2.4637611475815504,-1.570109591824084,-2.7336690218629998,2.5566333139658237,0.9357768904788192,-0.9262382737575989,1.0797825581477298,-2.1952876871586278,-0.760957991200397,0.7300915652283286,0.23777507002626724,-0.2713884213628737,-0.19207301252500977,-1.2199720062488801,-0.8874813192852814,1.3117478377740925,2.092320401204148,-2.046137640430544,0.3903286985898296,-1.1430307684161054,1.5908400989065914,-1.6119720104237385,1.928293537322675,2.113946554657231,-1.2283738534382076,1.740867388422542,-1.0932642164929054,-0.12470108503685699,-2.2704535591913646,-2.363318937158415,-1.896680213579732,-1.3704909422879612,-2.7015538759186093,1.3204995270527058,-1.254022023505774,-1.5602839839798663,-0.7802435918751263,1.0056488951063702,-0.19367523089646924,-0.2664619894681281,1.2096161036097688,-0.3597558438740752,-1.9624388900833742,-2.075527862257834,-0.5494990315108099,0.6173620448598476,-0.8744027522770561,-1.376059468442354,0.3312091527480066,0.6246619587991257,-2.144104830262679,-1.3445128448175614,-1.6061717976285843,-0.09914202220738981,-1.5273788760079892,-0.17628815035866546,1.3004122574814638,1.3789225314904707,-3.105832901314498,-1.650368014874437,-0.10139820609611815
2018-05-09,0.13184149033171824,-0.045569234749444396,0.39993152425507544,2.0265309983868973,-0.5757901336314425,-0.8377453310862857,1.0624697252544701,1.8888983232791843,-0.7441691216722502,0.48957642019117653,0.30042193645548687,-1.5407267926837653,2.11419729734207,-0.5786861683687863,2.752561579572807,-1.6611362169618489,-2.5041036650855357,2.000856275877972,1.49687382215043,-0.9100146242213926,2.14306530176576,-2.5855428523714488,-0.9694143049182959,1.0562522442819209,0.8617344552343992,-1.0683613330403403,0.2868207935020634,-1.2872891561327562,-0.06252819287345898,1.8309686046233944,2.2704357880796957,-2.25868828149436,0.1150535202572722,-1.3095293518610764,1.5789512087131867,-1.374653128515136,1.7184104320491924,1.8340187218201265,-1.7967639308757097,1.805489308007652,-1.0913946056217474,0.11182103677038285,-2.090598066826873,-2.2206823531839253,-2.1704148227414204,-1.7899701558143286,-2.8084522715531497,1.7224540917818598,-1.4080640481936029,-1.5274913485945405,-0.8243232064147347,0.5942415319314759,0.23128610632056343,0.11885460010725186,1.4683113915155794,0.44634366649160834,-1.7142164718020534,-2.2470655637082064,-0.5534910388908709,0.3169647264339678,-0.7072533821871784,-1.4672044950739562,1.7108489734990404,1.189946818724951,-2.289677381801956,-1.4818337586183605,-1.9799156447069637,1.0813938160124599,-1.3101396623156847,-0.11310409389880831,1.442179015598928,1.9315402289792496,-2.550377957077215,-1.7831552264028918,0.18430326755707196
2018-05-10,0.9961394604285785,0.20301929830157722,1.1096691173089408,1.7308394856599818,-0.7276421298114641,-0.8533893875304797,0.721724108004445,1.4209486312903743,-1.3307534906062741,-0.004711496438185979,0.1095265626361297,-1.5708990109387986,1.8841406112190697,0.420904734119949,2.024144124626738,-1.5876492275285783,-1.3070802685108611,0.9722466299212958,1.6967213427607175,-0.13136276675150657,0.65031622340062,-2.47086612794717,-0.6510910269410484,0.8914173607180247,-1.2421358177483086,-1.2360880868595405,-1.4266513522271038,-1.2824644781596128,-0.7438354429193675,2.222446469789482,2.3585159418186596,-2.303548095560802,0.759235840299242,-1.7282131829218903,1.3877734999299296,-1.6479274929062158,1.263251919972216,1.335660676244631,-1.9004379949543284,1.928944112606212,-1.3263241783543867,-0.10384917077687769,-2.04914947108915,-2.2291721979350174,-2.3261889264938778,-1.9499214093777846,-1.8672064554233812,2.024110779781011,-1.5539875212508365,-1.6598240509280655,-2.0412343708272895,0.40324353840507365,0.3666543802363093,0.3924012986842451,0.25561558825990616,-0.732392448929347,-1.7334880509554913,-2.2891582212090764,-1.012839694941607,0.7199794591267852,-0.09856987644026885,-1.582595295272377,-0.34301688820942966,1.7191095667931269,-2.294904931581024,-1.372153933327984,-2.1803652926469526,0.620609578530632,-1.4394812788337001,0.6289022231757546,1.4248762410170321,-0.5178235576027879,-2.3022740971106774,-0.9666841759080089,1.352279332553434
2018-05-11,1.3174454777832934,0.42906401351978446,1.4249928098816578,1.197523159867569,-0.3947520605849038,-0.4216735286946306,0.7227239209440713,1.070129975461145,-1.5224219249125812,-0.07246346915496477,0.12856483212933903,-0.9043107035299834,1.6665203277211214,-0.6263523706148946,2.3327500854807837,-1.5921141133258576,-1.7021477801593285,0.6225390662140768,1.6223750535086239,-0.9461391816300604,1.3368317058819201,-2.409198925042479,-0.4233010691637409,0.7262097458176013,-0.3181166108472193,-2.2601531148759006,-0.768882558849702,-1.2947558338558653,-1.2573490191178869,2.236621565501908,1.8927508428268787,-1.8000255982936528,1.2002611903200777,-1.988752834362698,0.8966702085918675,-0.975945497498455,1.1595244763185586,1.008032647548262,-1.7063038384011064,1.7594488291424053,-1.033296962980323,-0.2688760849917853,-1.7613251689536265,-1.8847874624088314,-1.8905241942845965,-1.74484318758411,-2.326982174340335,2.0726648160894676,-0.9443313750584434,-1.792980575191027,-1.9029430913579566,-0.459381905442137,0.27772486516817024,0.7089334026801222,1.1954489782626738,-0.2897438204034837,-1.1816955235535975,-2.3732909182895385,-1.6608182561602995,0.939330483728864,0.08036446868908591,-1.0228790152066016,0.13375650945290485,1.8792439191486916,-1.8211877216745334,-1.3195504022501718,-2.2461237963084972,0.19071388960907348,-0.9801204383415819,1.130531336551683,1.426503776626457,1.3894060660682397,-1.9803740511041135,-1.4437808305188153,0.7139957938485045
